year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2021,Construction,Construction,OB,0,0,0,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Service,Services,TC,120,8878373.94,1102079.28,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Good,Biens,TC,222,36614833.33,5153206.31,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Construction,Construction,TC,45,1128295.43,-10500.0,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Service,Services,OB,37,1882181.69,546162.22,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Good,Biens,OB,6,729532.28,15120.0,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Construction,Construction,OB,2,116361.21,14099.82,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Service,Services,TN,163,8206271.13,2248972.17,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Good,Biens,TN,171,6610261.09,2060381.51,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Construction,Construction,TN,7,508875.50,100899.75,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Service,Services,AC,3,603104.95,231292.2,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Good,Biens,AC,0,0,0,Public Health Agency of Canada,Agence de la santé publique du Canada
2019,Construction,Construction,AC,0,0,0,Public Health Agency of Canada,Agence de la santé publique du Canada
2020,Service,Services,TN,22,1295648.30,40683.28,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Good,Biens,TN,12,461847.55,41108.39,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Service,Services,TC,40,3832699.30,12760747.63,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Good,Biens,TC,25,1896914.37,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Service,Services,OB,0,0,2399729.02,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Good,Biens,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2020,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,TN,25,1593807.51,300873.15,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,TN,1,25674.77,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,TC,50,5738533.87,20131868.55,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,TC,14,668745.42,-11250.43,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,OB,0,0,376885.55,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Service,Services,TC,63,7943422.66,20530743.60,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Good,Biens,TC,16,855865.15,-76528.62,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Service,Services,TN,23,1265165.87,125961.6,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Good,Biens,TN,10,299316.49,-480.0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Service,Services,OB,1,24351.5,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Good,Biens,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Service,Services,TC,31,3340440.06,6499537.79,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Good,Biens,TC,9,340404.48,-385.49,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Service,Services,TN,27,1462006.83,-58262.80,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Good,Biens,TN,12,678798.88,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Service,Services,OB,1,593250.0,56500.0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Good,Biens,OB,1,26661.65,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2019,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Service,Services,OB,19,1136764.13,101700,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Good,Biens,OB,6,1176834.56,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Service,Services,TN,17,561675.04,14916,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Good,Biens,TN,7,135080.51,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Service,Services,TC,24,1877484.78,1435242.00,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Good,Biens,TC,20,1184085.48,23513.04,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2021,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,TC,108,8886842.23,2144175.44,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,TC,25,2467407.76,-78185.44,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,TC,0,0,0,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,OB,15,1451844.52,1189009.92,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,OB,3,196334.89,0,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,TN,51,2073147.08,304545.02,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,TN,16,461821.64,0,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,TN,1,17249.45,0,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,AC,1,67800.0,0,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,AC,1,96050.0,0,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,AC,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,TC,108,8281586.77,3909661.22,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,TC,43,4840647.08,43292.56,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,TC,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,TN,50,1744457.94,324644.03,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,TN,16,598152.00,0,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,TN,4,68991.02,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,OB,6,3095426.55,1261951.39,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,OB,1,447191.85,0,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2021,Service,Services,TC,63,9611144.37,2598159.70,Public Safety Canada,Sécurité publique Canada
2021,Good,Biens,TC,15,1930828.93,-28984.5,Public Safety Canada,Sécurité publique Canada
2021,Construction,Construction,TC,0,0,0,Public Safety Canada,Sécurité publique Canada
2021,Service,Services,TN,40,1498121.12,0,Public Safety Canada,Sécurité publique Canada
2021,Good,Biens,TN,12,988147.12,0,Public Safety Canada,Sécurité publique Canada
2021,Construction,Construction,TN,0,0,0,Public Safety Canada,Sécurité publique Canada
2021,Service,Services,OB,5,998769.67,0,Public Safety Canada,Sécurité publique Canada
2021,Good,Biens,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2021,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2020,Service,Services,TC,99,9847510.65,3477040.15,Public Safety Canada,Sécurité publique Canada
2020,Good,Biens,TC,12,878117.91,0,Public Safety Canada,Sécurité publique Canada
2020,Construction,Construction,TC,0,0,0,Public Safety Canada,Sécurité publique Canada
2020,Service,Services,TN,35,2609966.15,329183.62,Public Safety Canada,Sécurité publique Canada
2020,Good,Biens,TN,11,498538.56,0,Public Safety Canada,Sécurité publique Canada
2020,Construction,Construction,TN,1,17583.94,0,Public Safety Canada,Sécurité publique Canada
2020,Service,Services,OB,2,198625,99750,Public Safety Canada,Sécurité publique Canada
2020,Good,Biens,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2020,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2019,Service,Services,TN,62,2788661.42,2917320.62,Public Safety Canada,Sécurité publique Canada
2019,Good,Biens,TN,14,1207568.80,185249.95,Public Safety Canada,Sécurité publique Canada
2019,Construction,Construction,TN,2,35096.11,-24577.5,Public Safety Canada,Sécurité publique Canada
2019,Service,Services,TC,93,6455618.36,6528810.48,Public Safety Canada,Sécurité publique Canada
2019,Good,Biens,TC,31,1806852.43,44122.10,Public Safety Canada,Sécurité publique Canada
2019,Construction,Construction,TC,1,14512.65,0,Public Safety Canada,Sécurité publique Canada
2019,Service,Services,OB,2,1711514.2,1234946.33,Public Safety Canada,Sécurité publique Canada
2019,Good,Biens,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2019,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,OB,13,202707.18,66919.28,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,OB,0,0,34882.31,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,TC,21,2827497.63,1013604.19,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,TC,8,656434.20,142524.5,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,TN,18,342163.68,3909.15,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,TN,11,383560.21,49646.79,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Service,Services,TC,10,985958.97,2772017.18,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Good,Biens,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Construction,Construction,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Service,Services,OB,16,206327.40,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Good,Biens,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Service,Services,TN,19,499655.07,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Good,Biens,TN,14,400468.55,23865.24,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Service,Services,OB,29,480821.10,14602.83,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Good,Biens,OB,2,237361.36,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Service,Services,TC,9,2115276.46,1715810.88,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Good,Biens,TC,2,105604.11,80526.34,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Construction,Construction,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Service,Services,TN,17,390406.97,4805.96,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Good,Biens,TN,17,549029.33,10595.05,Public Service Commission of Canada,Commission de la fonction publique du Canada
2019,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Service,Services,OB,18,233350.33,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Good,Biens,OB,1,19740.48,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Service,Services,TC,5,3469382.13,1357469.58,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Good,Biens,TC,3,122497.42,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Construction,Construction,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Service,Services,TN,8,184397.22,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Good,Biens,TN,14,500045.21,11371.03,Public Service Commission of Canada,Commission de la fonction publique du Canada
2020,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Service,Services,TN,5,144109.00,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Good,Biens,TN,19,625609.22,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Service,Services,OB,15,280474.02,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Good,Biens,OB,3,489168.26,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2021,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,TC,2574,487842798.27,446699978.77,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Good,Biens,TC,698,66350096.80,30386024.76,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Construction,Construction,TC,1112,356871624.91,755271183.74,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Service,Services,OB,8,6486842.24,4455567.03,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Good,Biens,OB,6,657613.29,343856.95,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Construction,Construction,OB,17,18796075.76,44506787.37,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Service,Services,TN,434,10262502.48,3769581.34,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Good,Biens,TN,110,4273311.22,22138798.26,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Construction,Construction,TN,170,3333124.71,632522.06,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Service,Services,AC,2,311980.03,203430.51,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Good,Biens,AC,0,0,584586.02,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Construction,Construction,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,TC,2672,604839326.72,487798850.65,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,TC,684,61700623.12,7679157.03,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,TC,976,419826412.84,123717684.06,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,OB,1,28168.88,169962.91,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,OB,4,141955.08,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,OB,14,3339021.83,1228539.55,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,TN,384,38370359.42,14001706.45,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,TN,129,56872532.28,3842408.55,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,TN,175,3486744.49,4889747.42,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,AC,1,285251.55,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Service,Services,ST,0,0,4714409.98,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Good,Biens,ST,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2019,Construction,Construction,ST,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,TC,2730,517472908.91,747561730.39,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,TC,488,48399782.66,25646728.45,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,TC,1026,852463953.78,2778413808.25,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,OB,7,936509.93,2731937.30,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,OB,1,10148.75,-30182.41,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,OB,16,630183362.10,11381971.09,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,TN,314,7325641.60,366753.10,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,TN,71,3688177.53,18074491.01,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,TN,109,2039153.08,973626.92,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,AC,0,0,572982.2,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Service,Services,TC,2359,635196788.09,64767815.66,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Good,Biens,TC,465,40439255.80,16137647.87,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Construction,Construction,TC,737,316776526.64,185180442.88,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Service,Services,OB,9,5440336.39,2674644.23,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Good,Biens,OB,6,259181.79,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Construction,Construction,OB,16,6700439.37,2612928.51,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Service,Services,TN,280,17966193.48,-12319976.25,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Good,Biens,TN,106,5007064.17,362871.63,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2020,Construction,Construction,TN,244,8509453.22,521202.53,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Service,Services,TC,1888,386148202.50,83815704.09,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Good,Biens,TC,344,22092896.07,12495257.06,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Construction,Construction,TC,598,277530448.21,19277610.17,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Service,Services,TN,263,13720139.96,792905.40,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Good,Biens,TN,80,2648120.35,123254.61,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Construction,Construction,TN,205,70337776.53,232501.62,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Service,Services,OB,7,1436288.00,106900,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Good,Biens,OB,2,132980.17,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Construction,Construction,OB,9,9722185.70,172083.69,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Service,Services,ST,0,0,-16950,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Good,Biens,ST,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2021,Construction,Construction,ST,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,OB,82,35680928.84,66585302.36,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Good,Biens,OB,85,31614774.91,17208800.71,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Construction,Construction,OB,87,38993207.65,7309137.02,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Service,Services,TC,709,93227665.55,46891840.32,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Good,Biens,TC,1165,186573080.97,11009462.87,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Construction,Construction,TC,154,10285758.15,4028000.12,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Service,Services,AC,1,881476.82,3016451.86,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Good,Biens,AC,0,0,305233.54,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Service,Services,TN,270,33902566.20,2747327.82,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Good,Biens,TN,516,54358504.44,12463111.61,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Construction,Construction,TN,32,681582.92,47212.93,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,TC,691,119668847.70,4709579.97,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,TC,1014,119364885.65,6135262.79,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,TC,162,22613556.59,257729.94,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,OB,235,48750266.71,21692722.40,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,OB,280,92224155.43,12191070.67,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,OB,130,59295294.64,23999679.22,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,TN,274,25114213.41,840835.18,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,TN,503,39721554.03,6017550.64,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,TN,25,528158.20,31851.08,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,AC,4,2262484.04,1384858.14,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,AC,2,420763.65,417896.62,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Service,Services,OB,450,105449423.78,38505213.01,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Good,Biens,OB,559,134120853.33,18963078.00,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Construction,Construction,OB,93,107164231.52,6247528.75,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Service,Services,TC,396,37672847.75,1402182.04,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Good,Biens,TC,719,65401361.45,3036267.78,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Construction,Construction,TC,136,4449404.72,184685.50,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Service,Services,TN,229,10852170.13,521677.15,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Good,Biens,TN,458,33531844.61,9285526.31,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Construction,Construction,TN,21,463397.55,-14752.0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Service,Services,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Good,Biens,AC,2,318762.47,2390693.79,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2019,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Service,Services,OB,334,54640675.52,15753996.10,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Good,Biens,OB,511,150561823.32,-143641.45,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Construction,Construction,OB,85,66456252.46,5091809.88,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Service,Services,TC,257,26303542.98,4233475.50,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Good,Biens,TC,673,71480667.10,644797.11,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Construction,Construction,TC,115,3581709.18,20451.53,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Service,Services,TN,191,18409770.39,709093.35,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Good,Biens,TN,503,44006195.12,2537853.45,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Construction,Construction,TN,16,315543.51,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Service,Services,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Good,Biens,AC,1,352238.0,345240,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2020,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Service,Services,TC,246,24801790.26,769322.37,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Good,Biens,TC,526,61297211.32,-435420.66,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Construction,Construction,TC,149,4813727.47,30569.71,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Service,Services,OB,260,74025714.13,1776680.03,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Good,Biens,OB,387,98701062.67,1375032.09,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Construction,Construction,OB,62,20711560.53,480886.33,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Service,Services,TN,193,21536092.77,85676.37,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Good,Biens,TN,397,27247780.94,746571.38,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Construction,Construction,TN,9,192222.39,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Service,Services,AC,2,491700,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Good,Biens,AC,5,1744742.28,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2021,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,TN,1,34956.0,24836.0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Good,Biens,TN,0,0,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Construction,Construction,TN,0,0,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Service,Services,TC,0,0,7012.0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Good,Biens,TC,4,84290.41,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Construction,Construction,TC,0,0,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Service,Services,TN,7,324347.0,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
